benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
47,hybrid,Weekly sync notes,easy,,0.0,0.0,False,0.125,0.0,0.0,0.0,70.08,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631,393,444,107,216,198,565,82,202,495,582,604,331,224,375,735",
48,hybrid,Budget and monthly expenses,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,76.83,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606,490,393,341,635,538,601,331,77,403,162,115,573,564,407,210",
49,hybrid,Health checkup and appointments,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,74.08,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475,575,198,231,82,111,355,688,788,888,988,1088,609,620,542,78",
50,hybrid,What are PostgreSQL index types?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,74.44,question,question,True,,Questions,,"104,74,58","104,417,731,831,931,1031,58,74,280,66,567,704,804,904,1004,1104,139,686,786,886",
1,rerank,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,84.55,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441,553,459,255",
2,rerank,Show my AI research reading goals,easy,,0.0,0.0,False,0.1429,0.0,0.0,0.0,77.47,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230,87,65,122",
3,rerank,How can I improve my health?,medium,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,70.83,question,todo,False,,To Do,,"83,84","84,109,83,79,286,322,380,680",
4,rerank,Show my finance reminders,easy,,0.4,1.0,True,0.3333,0.4167,0.0,0.5706,76.93,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393,375,735,835",
5,rerank,Evaluation report work,medium,,0.2,0.5,True,0.5,0.25,0.5,0.3869,81.11,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375,735,835,935",
6,rerank,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,81.61,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96,289,581,653",
7,rerank,Improve search latency,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,218.82,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86,644,567,704",
8,rerank,Attachment upload feature,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,80.77,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432,692,792,892",
9,rerank,Flutter improvements,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,83.5,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564,467,142,655",
10,rerank,Networking concepts,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,74.11,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022,532,99,633",
11,rerank,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,71.53,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679,779,879,979",
12,rerank,Interview preparation,medium,,0.2,0.5,True,0.25,0.125,0.0,0.2641,82.74,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609,507,154,288",
13,rerank,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,80.21,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051,131,117,528",
14,rerank,Documentation tasks,easy,,0.2,0.5,True,0.5,0.25,0.5,0.3869,71.51,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583,699,799,899",
15,rerank,Deploy KnowledgeVault,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,94.18,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125,96,94,88",
16,rerank,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,87.59,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400,328,612,646",
17,rerank,Resume preparation,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,80.83,general,todo,False,General,To Do,False,100,"100,525,142,185,523,107,288,352",
18,rerank,Weekend trip,easy,,0.2,1.0,True,0.5,0.5,0.0,0.6309,79.95,general,todo,False,General,To Do,False,81,"77,81,128,407,190,198,351,324",
19,rerank,Bills to pay,medium,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,99.64,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368,312,490,178",
20,rerank,Doctor appointment,easy,,0.4,1.0,True,0.5,0.45,0.5,0.6241,76.71,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78,609,70,56",
21,rerank,Shopping list,medium,,0.2,1.0,True,0.2,0.2,0.0,0.3869,79.09,general,todo,False,General,To Do,False,76,"170,393,606,322,76,475,216,115",
22,rerank,Things I need to tell Sid,easy,,0.8,1.0,True,1.0,1.0,1.0,1.0,74.92,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423,247,442,755",
23,rerank,Next meeting with the design team,medium,,0.2,0.5,True,0.25,0.125,0.0,0.2641,69.92,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448,360,56,107",
24,rerank,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,96.16,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,252,257,264,270,289",
25,rerank,Remind me to call mom,easy,,0.2,0.5,True,0.3333,0.1667,0.0,0.3066,69.9,communication,todo,False,,To Do,,"78,79","382,475,79,312,56,78,77,54",
26,rerank,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,72.99,question,question,True,,Questions,,"103,104,105","489,290,565,225,116,424,306,102",
27,rerank,Ideas for my new blog post,medium,,0.2,0.25,True,0.2,0.05,0.0,0.151,75.25,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86,413,85,525",
28,rerank,How to set up a kubernetes cluster,hard,,0.2,1.0,True,1.0,1.0,1.0,1.0,74.82,question,study,False,,Study Tasks,,62,"62,118,712,812,912,1012,410,383",
29,rerank,Things to discuss with Sid at the next meeting,easy,,0.6,0.75,True,1.0,0.75,0.75,0.8319,73.71,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247,55,203,442",
30,rerank,Study materials for machine learning,medium,,0.0,0.0,False,0.125,0.0,0.0,0.0,71.55,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357,60,360,66",
31,rerank,Meeting notes from Q3 planning,easy,,0.4,1.0,True,0.5,0.45,0.5,0.6241,69.99,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107,372,448,175",
32,rerank,What are the project requirements for KnowledgeVault?,medium,,0.4,0.25,True,1.0,0.1875,0.375,0.4852,76.23,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262,89,57,247",
33,rerank,Reminders for next week,medium,,0.2,0.2,True,1.0,0.2,0.2,0.3392,76.05,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","79,56,423,312,475,77,198,382",
34,rerank,Questions to ask during the interview,easy,,0.4,1.0,True,0.5,0.5,0.5,0.6509,74.57,communication,question,False,,Questions,,"70,99","352,70,154,99,360,468,294,199",
35,rerank,Brainstorming app names,easy,,0.2,0.25,True,1.0,0.25,0.25,0.3904,77.29,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568,617,448,155",
36,rerank,Redis and PostgreSQL reference notes,hard,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,80.87,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824,924,1024,421",
37,rerank,Message to send to Siddhant about backend,medium,,0.6,1.0,True,1.0,0.7556,0.6667,0.8855,74.23,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57,106,392,372",
38,rerank,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,69.03,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448,521,107,343",
39,rerank,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,66.19,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263,203,216,448",
40,rerank,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,100.09,todo,todo,True,Tasks,To Do,True,"89,91","155,190,252,257,264,270,289,309",
41,rerank,Don't forget to buy milk,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,105.23,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286,78,83,79",
42,rerank,How does Redis eviction work?,easy,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,79.46,question,question,True,,Questions,,"103,73,61","103,73,643,673,773,873,973,1073",
43,rerank,Ideas for improving KnowledgeVault,medium,,0.6,0.6,True,1.0,0.4533,0.6,0.6399,75.57,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88,428,728,828",
44,rerank,Docker commands cheat sheet,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,84.51,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788,888,988,1088",
45,rerank,Tell Sid about the hackathon,easy,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,78.61,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448,56,542,324",
46,rerank,System design interview study,medium,,0.4,0.5,True,1.0,0.5,0.5,0.6367,76.21,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106,392,540,352",
47,rerank,Weekly sync notes,easy,,0.0,0.0,False,0.125,0.0,0.0,0.0,74.71,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631,393,444,107",
48,rerank,Budget and monthly expenses,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,80.53,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606,490,393,341",
49,rerank,Health checkup and appointments,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,88.04,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475,575,198,231",
50,rerank,What are PostgreSQL index types?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,86.41,question,question,True,,Questions,,"104,74,58","104,417,731,831,931,1031,58,74",
1,bm25,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,4.11,,idea,,,Ideas,,"85,86,87","85,525,617",
2,bm25,Show my AI research reading goals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.56,,study,,,Study Tasks,,"65,64,66,67",,
3,bm25,How can I improve my health?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.5,,todo,,,To Do,,"83,84",,
4,bm25,Show my finance reminders,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.53,,todo,,,To Do,,"77,82",,
5,bm25,Evaluation report work,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.56,,reference,,,Reference Notes,,"90,89",,
6,bm25,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.2,,reference,,,Reference Notes,,"72,73,74,75",,
7,bm25,Improve search latency,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.72,,reference,,,Reference Notes,,"93,89",,
8,bm25,Attachment upload feature,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.5,,reference,,,Reference Notes,,94,,
9,bm25,Flutter improvements,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,1.5,,reference,,,Reference Notes,,"97,98",98,
10,bm25,Networking concepts,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.37,,study,,,Study Tasks,,"71,62",,
11,bm25,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.38,,study,,,Study Tasks,,"59,60",,
12,bm25,Interview preparation,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.55,,study,,,Study Tasks,,"70,99","352,468",
13,bm25,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.38,,todo,,,To Do,,"100,97",,
14,bm25,Documentation tasks,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.23,,todo,,,To Do,,"96,95",,
15,bm25,Deploy KnowledgeVault,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,2.3,,todo,,,To Do,,91,"91,607,753,853,953,1053",
16,bm25,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.7,,todo,,,To Do,,96,,
17,bm25,Resume preparation,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,1.43,,todo,,,To Do,,100,100,
18,bm25,Weekend trip,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.52,,todo,,,To Do,,81,"128,324",
19,bm25,Bills to pay,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,1.6,,todo,,,To Do,,"77,82","77,341,312,490",
20,bm25,Doctor appointment,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.56,,todo,,,To Do,,"78,79",231,
21,bm25,Shopping list,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.33,,todo,,,To Do,,76,,
22,bm25,Things I need to tell Sid,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.5,,communication,,,Things to Tell Sid,,"54,55,56,57",,
23,bm25,Next meeting with the design team,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.55,,meeting,,,Meetings,,"106,107",,
24,bm25,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.44,,project,,,Projects,,"89,91",,
25,bm25,Remind me to call mom,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.36,,todo,,,To Do,,"78,79",,
26,bm25,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.46,,question,,,Questions,,"103,104,105",,
27,bm25,Ideas for my new blog post,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.44,,idea,,,Ideas,,"85,86,87,88",,
28,bm25,How to set up a kubernetes cluster,hard,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.47,,study,,,Study Tasks,,62,,
29,bm25,Things to discuss with Sid at the next meeting,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.49,,communication,,,Things to Tell Sid,,"54,55,56,57",,
30,bm25,Study materials for machine learning,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.48,,study,,,Study Tasks,,"64,65,66,67",,
31,bm25,Meeting notes from Q3 planning,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.41,,meeting,,,Meetings,,"106,107",,
32,bm25,What are the project requirements for KnowledgeVault?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.79,,reference,,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,bm25,Reminders for next week,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.45,,todo,,,To Do,,"76,77,78,79,80",,
34,bm25,Questions to ask during the interview,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.65,,question,,,Questions,,"70,99","352,154",
35,bm25,Brainstorming app names,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.44,,idea,,,Ideas,,"85,86,87,88",,
36,bm25,Redis and PostgreSQL reference notes,hard,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.56,,reference,,,Reference Notes,,"73,74,58",,
37,bm25,Message to send to Siddhant about backend,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.57,,communication,,,Things to Tell Sid,,"56,57,54",,
38,bm25,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.62,,study,,,Study Tasks,,"58,59,60,61",,
39,bm25,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,1.78,,meeting,,,Meetings,,"107,106",107,
40,bm25,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.11,,todo,,,To Do,,"89,91",,
41,bm25,Don't forget to buy milk,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.49,,todo,,,To Do,,76,,
42,bm25,How does Redis eviction work?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,1.69,,question,,,Questions,,"103,73,61",103,
43,bm25,Ideas for improving KnowledgeVault,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.52,,idea,,,Ideas,,"86,87,88,89,90",,
44,bm25,Docker commands cheat sheet,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.55,,reference,,,Reference Notes,,"72,75",,
45,bm25,Tell Sid about the hackathon,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.92,,communication,,,Things to Tell Sid,,"55,54",,
46,bm25,System design interview study,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.47,,study,,,Study Tasks,,"70,99,59,60",,
47,bm25,Weekly sync notes,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.79,,meeting,,,Meetings,,"106,107",,
48,bm25,Budget and monthly expenses,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.85,,todo,,,To Do,,"82,77",,
49,bm25,Health checkup and appointments,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.86,,todo,,,To Do,,"78,79,80",,
50,bm25,What are PostgreSQL index types?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,1.64,,question,,,Questions,,"104,74,58",,
1,hybrid_bm25,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,26.04,,idea,,,Ideas,,"85,86,87","85,525,617,134,441,553,459,255,166,685,785,885,985,1085,178,475,322,391,607,753",
2,hybrid_bm25,Show my AI research reading goals,easy,,0.0,0.0,False,0.1429,0.0,0.0,0.0,30.58,,study,,,Study Tasks,,"65,64,66,67","529,617,416,85,230,87,65,122,166,685,785,885,985,1085,240,525,523,290,413,235",
3,hybrid_bm25,How can I improve my health?,medium,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,25.19,,todo,,,To Do,,"83,84","84,109,83,79,286,322,380,680,780,880,980,1080,76,157,355,688,788,888,988,1088",
4,hybrid_bm25,Show my finance reminders,easy,,0.4,1.0,True,0.3333,0.4167,0.0,0.5706,28.14,,todo,,,To Do,,"77,82","216,312,82,77,393,375,735,835,935,1035,442,755,855,955,1055,583,699,799,899,999",
5,hybrid_bm25,Evaluation report work,medium,,0.2,0.5,True,0.5,0.25,0.5,0.3869,27.57,,reference,,,Reference Notes,,"90,89","616,90,485,453,375,735,835,935,1035,487,525,310,555,470,251,185,498,213,729,829",
6,hybrid_bm25,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,25.13,,reference,,,Reference Notes,,"72,73,74,75","558,568,492,582,96,289,581,653,87,251,523,625,449,442,755,855,955,1055,386,338",
7,hybrid_bm25,Improve search latency,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,26.25,,reference,,,Reference Notes,,"93,89","93,402,195,333,86,644,567,704,804,904,1004,1104,213,729,829,929,1029,58,61,310",
8,hybrid_bm25,Attachment upload feature,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,25.4,,reference,,,Reference Notes,,94,"94,642,492,96,432,692,792,892,992,1092,386,506,523,465,486,702,802,902,1002,1102",
9,hybrid_bm25,Flutter improvements,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,21.51,,reference,,,Reference Notes,,"97,98","98,97,93,372,564,467,142,655,653,61,444,175,337,295,568,442,755,855,955,1055",
10,hybrid_bm25,Networking concepts,easy,,0.0,0.0,False,0.0588,0.0,0.0,0.0,24.98,,study,,,Study Tasks,,"71,62","491,722,822,922,1022,532,99,633,439,327,106,516,711,811,911,1011,62,392,159,299",
11,hybrid_bm25,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,25.26,,study,,,Study Tasks,,"59,60","163,414,227,193,679,779,879,979,1079,330,117,235,311,390,169,562,419,247,309,270",
12,hybrid_bm25,Interview preparation,medium,,0.2,0.5,True,0.2,0.1,0.0,0.2372,26.97,,study,,,Study Tasks,,"70,99","352,468,100,360,70,609,507,154,288,344,199,152,294,540,99,521,126,236,413,205",
13,hybrid_bm25,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,26.27,,todo,,,To Do,,"100,97","266,751,851,951,1051,131,117,528,413,555,178,360,65,66,525,619,60,175,607,753",
14,hybrid_bm25,Documentation tasks,easy,,0.2,0.5,True,0.5,0.25,0.5,0.3869,24.2,,todo,,,To Do,,"96,95","110,96,485,87,583,699,799,899,999,1099,453,186,565,360,558,330,487,625,523,510",
15,hybrid_bm25,Deploy KnowledgeVault,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,25.67,,todo,,,To Do,,91,"91,607,753,853,953,1053,89,90,95,125,96,88,94,638,97,57,337,262,555,251",
16,hybrid_bm25,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,24.84,,todo,,,To Do,,96,"440,501,395,522,400,328,612,646,366,614,235,141,497,719,819,919,1019,193,679,779",
17,hybrid_bm25,Resume preparation,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,25.01,,todo,,,To Do,,100,"100,525,142,185,523,107,288,352,601,521,184,360,415,485,199,617,268,682,782,882",
18,hybrid_bm25,Weekend trip,easy,,0.2,1.0,True,0.25,0.25,0.0,0.4307,25.18,,todo,,,To Do,,81,"128,324,77,81,407,190,198,351,393,575,538,400,375,735,835,935,1035,631,627,639",
19,hybrid_bm25,Bills to pay,medium,,0.4,1.0,True,1.0,0.7,0.5,0.8503,25.82,,todo,,,To Do,,"77,82","77,341,312,490,82,393,368,178,331,411,216,76,140,399,371,403,635,322,285,573",
20,hybrid_bm25,Doctor appointment,easy,,0.2,0.5,True,0.3333,0.1667,0.0,0.3066,21.47,,todo,,,To Do,,"78,79","231,559,79,198,601,78,609,70,56,54,575,448,288,475,111,356,423,59,57,81",
21,hybrid_bm25,Shopping list,medium,,0.2,1.0,True,0.25,0.25,0.0,0.4307,24.5,,todo,,,To Do,,76,"393,606,322,76,475,216,115,202,605,358,145,204,182,82,265,303,331,178,309,175",
22,hybrid_bm25,Things I need to tell Sid,easy,,0.8,1.0,True,1.0,1.0,1.0,1.0,27.25,,communication,,,Things to Tell Sid,,"54,55,56,57","54,56,57,55,423,247,442,755,855,955,1055,203,230,382,268,682,782,882,982,1082",
23,hybrid_bm25,Next meeting with the design team,medium,,0.2,0.5,True,0.25,0.125,0.0,0.2641,25.6,,meeting,,,Meetings,,"106,107","57,88,568,106,448,360,56,107,382,626,95,528,141,175,70,330,442,755,855,955",
24,hybrid_bm25,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,25.04,,project,,,Projects,,"89,91","233,498,453,466,528,149,553,448,620,351,607,753,853,953,1053,155,521,653,626,527",
25,hybrid_bm25,Remind me to call mom,easy,,0.2,0.5,True,0.3333,0.1667,0.0,0.3066,24.43,,todo,,,To Do,,"78,79","382,475,79,312,56,78,77,54,290,212,182,550,700,800,900,1000,1100,322,55,317",
26,hybrid_bm25,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,26.16,,question,,,Questions,,"103,104,105","489,290,565,225,116,424,306,102,287,613,298,726,826,926,1026,130,608,175,179,260",
27,hybrid_bm25,Ideas for my new blog post,medium,,0.2,0.25,True,0.2,0.05,0.0,0.151,21.67,,idea,,,Ideas,,"85,86,87,88","255,555,582,554,86,413,85,525,375,735,835,935,1035,453,337,208,442,755,855,955",
28,hybrid_bm25,How to set up a kubernetes cluster,hard,,0.2,1.0,True,1.0,1.0,1.0,1.0,32.02,,study,,,Study Tasks,,62,"62,118,712,812,912,1012,410,383,91,352,192,439,95,609,392,566,710,810,910,1010",
29,hybrid_bm25,Things to discuss with Sid at the next meeting,easy,,0.6,0.75,True,1.0,0.75,0.75,0.8319,25.63,,communication,,,Things to Tell Sid,,"54,55,56,57","57,54,56,423,247,55,203,442,755,855,955,1055,230,448,263,185,175,107,81,382",
30,hybrid_bm25,Study materials for machine learning,medium,,0.0,0.0,False,0.125,0.0,0.0,0.0,24.88,,study,,,Study Tasks,,"64,65,66,67","309,528,439,619,357,60,360,66,343,592,178,74,547,266,751,851,951,1051,196,529",
31,hybrid_bm25,Meeting notes from Q3 planning,easy,,0.4,1.0,True,0.5,0.45,0.5,0.6241,25.1,,meeting,,,Meetings,,"106,107","203,106,87,290,107,372,448,175,438,56,371,423,212,479,444,539,141,60,617,216",
32,hybrid_bm25,What are the project requirements for KnowledgeVault?,medium,,0.4,0.25,True,1.0,0.1875,0.375,0.4852,24.75,,reference,,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262,89,57,247,555,96,97,88,413,428,728,828,928,1028,337,107",
33,hybrid_bm25,Reminders for next week,medium,,0.4,0.4,True,1.0,0.28,0.4,0.4704,23.94,,todo,,,To Do,,"76,77,78,79,80","79,56,423,475,77,198,382,312,631,107,392,216,442,755,855,955,1055,57,528,620",
34,hybrid_bm25,Questions to ask during the interview,easy,,0.4,1.0,True,0.3333,0.4167,0.0,0.5706,24.34,,question,,,Questions,,"70,99","352,154,70,99,360,468,294,199,540,459,593,344,609,507,413,205,54,126,398,470",
35,hybrid_bm25,Brainstorming app names,easy,,0.2,0.25,True,1.0,0.25,0.25,0.3904,24.4,,idea,,,Ideas,,"85,86,87,88","85,97,330,117,568,617,448,155,525,87,266,751,851,951,1051,459,382,175,166,685",
36,hybrid_bm25,Redis and PostgreSQL reference notes,hard,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,26.28,,reference,,,Reference Notes,,"73,74,58","73,74,269,724,824,924,1024,421,746,846,946,1046,92,643,673,773,873,973,1073,61",
37,hybrid_bm25,Message to send to Siddhant about backend,medium,,0.6,1.0,True,1.0,0.7556,0.6667,0.8855,26.59,,communication,,,Things to Tell Sid,,"56,57,54","56,423,54,55,57,106,392,372,129,91,132,658,758,858,958,1058,247,61,337,96",
38,hybrid_bm25,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,25.24,,study,,,Study Tasks,,"58,59,60,61","198,617,434,601,448,521,107,343,224,524,380,680,780,880,980,1080,317,344,495,620",
39,hybrid_bm25,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,27.17,,meeting,,,Meetings,,"107,106","107,294,466,498,263,203,216,448,567,704,804,904,1004,1104,423,56,438,352,468,538",
40,hybrid_bm25,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,24.53,,todo,,,To Do,,"89,91","498,466,620,233,553,107,343,255,216,528,423,448,453,324,198,631,607,753,853,953",
41,hybrid_bm25,Don't forget to buy milk,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,24.89,,todo,,,To Do,,76,"76,322,475,84,286,78,83,79,77,281,82,190,109,212,81,437,557,312,409,175",
42,hybrid_bm25,How does Redis eviction work?,easy,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,25.41,,question,,,Questions,,"103,73,61","103,73,643,673,773,873,973,1073,433,705,805,905,1005,1105,92,269,724,824,924,1024",
43,hybrid_bm25,Ideas for improving KnowledgeVault,medium,,0.6,0.6,True,1.0,0.4533,0.6,0.6399,25.48,,idea,,,Ideas,,"86,87,88,89,90","90,125,89,638,88,428,728,828,928,1028,555,95,57,97,96,262,247,337,444,107",
44,hybrid_bm25,Docker commands cheat sheet,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,24.89,,reference,,,Reference Notes,,"72,75","72,75,355,688,788,888,988,1088,192,105,295,138,491,722,822,922,1022,383,91,445",
