benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
1028_tp_2e0731,intent,What benchmark results have I recorded for KnowledgeVault retrieval?,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,47.48,question,reference,False,,Reference - KnowledgeVault,,"1032,523,402",,
77_tp_d33a9c,intent,What have I been working on this month?,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,42.67,question,general,False,,General,,149,,
77_tp_c2c25c,intent,Recent notes and activities,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,42.26,reference,general,False,,General,,"149,286",,
1026_tp_74f5bc,intent,My study notes on AI and machine learning,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,44.23,study,study,True,Study - AI,Study - AI,True,"1026,774,1030,510,523,268,267,782",65,
54_tp_636e21,intent,Messages I need to send Siddhant,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,49.24,general,communication,False,General,Things to Tell Sid,False,"54,55,56,57,117,187,203,220","1093,1078,1077,1067,1059",
54_tp_d0b55d,intent,Pending conversations with Sid,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,53.19,todo,communication,False,Tasks,Things to Tell Sid,False,"54,55,56,57,117,187,203,220","1102,1098,1096,1092,1086",
54_tp_e69fe7,intent,Notes about Sid and our project discussions,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,43.78,reference,communication,False,,Things to Tell Sid,,"54,55,56,57,117,187,203,220",,
85_tp_712892,intent,Business concepts I want to explore,easy,semantic,0.4,0.25,True,1.0,0.25,0.25,0.5531,48.62,idea,idea,True,Ideas - AI,Ideas,True,"85,86,117,131,134,143,157,166","85,117",
85_tp_46bae2,intent,Product ideas I have noted down,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.61,idea,idea,True,,Ideas,,"85,86,117,131,134,143,157,166",,
85_tp_97280d,intent,Entrepreneurship and venture ideas,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,43.93,idea,idea,True,Ideas - AI,Ideas,True,"85,86,117,131,134,143,157,166",85,
77_tp_c85047,intent,Outstanding financial obligations,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,48.37,general,todo,False,General,Bills,False,"77,120,126,128,131,137,140,144","1093,1078,1077,1067,1059",
77_tp_573aa5,intent,Payments I still need to make,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.65,general,todo,False,General,Bills,False,"77,120,126,128,131,137,140,144","1093,1078,1077,1067,1059",
77_tp_e477f7,intent,Monthly expenses and dues,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,51.81,general,todo,False,General,Bills,False,"77,120,126,128,131,137,140,144","1093,1078,1077,1067,1059",
78_tp_c31b3d,intent,Medical appointments on my calendar,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.51,reminder,todo,False,Reminders,To Do,False,"78,79,109,157,201,210,212,226","557,542,312,84,80",
78_tp_d52f8d,intent,Healthcare and wellness reminders,easy,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,51.73,reminder,reminder,True,Appointments,Appointments,True,"78,79,109,157,201,210,212,226","79,557,542,312,84",
61_tp_0bc3d9,intent,In-memory datastore behavior notes,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,43.6,reference,study,False,,Study - Redis,,"61,73,92,103,157,174,269,303",,
61_tp_d58d06,intent,Cache eviction policy details,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.68,general,study,False,General,Study - Redis,False,"61,73,92,103,157,174,269,303","1093,1078,1077,1067,1059",
56_tp_3888f9,intent,Team meetings I have attended,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,41.6,event,event,True,,Meetings,,"56,106,107,149,170,233,251,283",,
56_tp_b7d172,intent,Sprint retrospective and planning notes,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,39.72,reference,event,False,,Meetings,,"56,106,107,149,170,233,251,283",,
56_tp_1162c8,intent,Sync notes with the team,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,45.4,reference,meeting,False,Reference - Shared,Meetings,False,"56,106,107,149,170,233,251,283",125,
56_tp_59ba00,intent,Weekly standup summaries,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,49.93,general,meeting,False,General,Meetings,False,"56,106,107,149,170,233,251,283","1093,1078,1077,1067,1059",
57_tp_d91b61,intent,KnowledgeVault project milestones and deliverables,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,56.15,general,project,False,General,Projects,False,"57,88,89,90,91,94,95,96","1093,1078,1077,1067,1059",
57_tp_92649a,intent,What is the architecture of my main project?,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,45.39,question,project,False,,Projects,,"57,88,89,90,91,95,96",,
57_tp_74e120,intent,Current sprint goals for KnowledgeVault,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,50.62,general,project,False,General,Projects,False,"57,88,89,90,91,94,95,96","1093,1078,1077,1067,1059",
175_tp_9c7eb5,intent,Capstone project tasks and status,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,54.73,todo,project,False,Tasks,Projects,False,"175,190,199,225,233,263,285,382","1102,1098,1096,1092,1086",
175_tp_c51da4,intent,University project submission deadlines,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,49.41,general,project,False,General,Projects,False,"175,190,199,225,233,263,285,382","1093,1078,1077,1067,1059",
113_tp_6bba32,intent,My personal reflections and journal entries,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,46.25,general,general,True,General,General,True,"113,149,152,162,166,191","1093,1078,1077,1067,1059",
113_tp_ff1a3d,intent,What did I realize recently?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,40.76,question,general,False,,General,,"113,149,152,162,166,191",,
113_tp_be2de4,intent,Insights I've been writing down,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,49.89,general,general,True,General,General,True,"113,149,152,162,166,191","1093,1078,1077,1067,1059",
56_tp_f28e5b,intent,My career goals and direction notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,41.12,reference,general,False,,General,,"56,61,91,96,101,106,114,155",,
56_tp_e42aaa,intent,Long-term professional planning notes,hard,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,42.36,reference,general,False,,General,,"56,61,91,96,101,106,114,155",,
85_tp_c33ed2,intent,Time management and focus techniques,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,49.9,general,reference,False,General,Reference - Productivity,False,"85,199,224,240,248,286,429,453","1093,1078,1077,1067,1059",
85_tp_a94724,intent,Notes on staying productive while studying,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,41.1,reference,reference,True,,Reference - Productivity,,"85,199,224,240,248,286,429,453",,
68_tp_025916,intent,FastAPI route and dependency injection notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,44.16,reference,reference,True,,Reference - KnowledgeVault Backend,,"68,120,132,145,153,165,167,169",,
68_tp_f99196,intent,Python web framework notes for FastAPI,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,42.03,reference,study,False,,Study - FastAPI,,"68,120,132,145,153,165,167,169",,
68_tp_9b1c89,intent,API endpoint design patterns in FastAPI,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,47.78,general,reference,False,General,Reference - KnowledgeVault Backend,False,"68,120,132,145,153,165,167,169","1093,1078,1077,1067,1059",
55_tp_fbaf81,intent,SQLAlchemy ORM usage patterns,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,53.11,general,reference,False,General,Reference - KnowledgeVault Backend,False,"55,58,69,85,98,123,129,132","1093,1078,1077,1067,1059",
55_tp_e342eb,intent,Database session management in Python,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,47.44,general,study,False,General,Study - FastAPI,False,"55,58,69,85,98,123,129,132","1093,1078,1077,1067,1059",
55_tp_d34490,intent,How do I fix N+1 query problems?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,51.81,todo,question,False,Tasks,Questions,False,"55,58,69,85,98,123,129,132","1102,1098,1096,1092,1086",
66_tp_9be255,intent,pgvector setup and index configuration,hard,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,50.16,general,reference,False,General,Reference - PostgreSQL,False,"66,168,215,298,323,337,367,500","1093,1078,1077,1067,1059",
66_tp_72bd4f,intent,Vector similarity search configuration,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.91,general,study,False,General,Study - AI,False,"66,168,215,298,323,337,367,500","1093,1078,1077,1067,1059",
59_tp_a4350a,intent,Algorithm and data structure study notes,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,44.79,study,study,True,,Study - Algorithms,,"59,60,182,204,215,224,244,247",,
59_tp_a3126e,intent,Competitive programming problem patterns,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,54.32,general,study,False,General,Study - Algorithms,False,"59,60,182,204,215,224,244,247","1093,1078,1077,1067,1059",
59_tp_fe7b32,intent,How do I solve graph traversal problems?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,47.51,question,question,True,,Questions,,"59,60,182,204,215,224,244,247",,
59_tp_652a70,intent,Operating systems exam preparation notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,45.77,reference,study,False,,Study - Operating Systems,,"59,132,141,146,174,179,203,205",,
59_tp_566c28,intent,CPU scheduling algorithms I need to know,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,55.04,general,study,False,General,Study - Operating Systems,False,"59,132,141,146,174,179,203,205","1093,1078,1077,1067,1059",
75_tp_eae57f,intent,Computer networking concepts for university,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,47.66,idea,study,False,,Study - Computer Networks,,"75,118,159,162,168,180,237,276",,
75_tp_ac0c4f,intent,TCP/IP and HTTP protocol notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,43.38,reference,study,False,,Study - Computer Networks,,"75,118,159,162,168,180,237,276",,
62_tp_d2020d,intent,Kubernetes cluster management notes,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,47.77,reference,study,False,,Study - Kubernetes,,"62,118,181,230,383,410,419,548",,
62_tp_9d6d2c,intent,Container orchestration with K8s,hard,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,48.87,general,study,False,General,Study - Kubernetes,False,"62,118,181,230,383,410,419,548","1093,1078,1077,1067,1059",
63_tp_d8d22b,intent,Authentication and JWT token notes,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,42.64,reference,study,False,,Study - Security,,"63,129,165,189,227,244,276,287",,
63_tp_6690cb,intent,How does OAuth 2.0 work?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,58.08,question,question,True,,Questions,,"63,129,165,189,227,244,276,287",,
61_tp_217848,intent,What eviction policies does Redis support?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,44.67,question,question,True,,Questions,,"61,73,92,103,124,146,157,169",,
58_tp_3d1edd,intent,What types of indexes does PostgreSQL support?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,47.63,question,question,True,,Questions,,"58,66,74,104,113,114,136,139",,
58_tp_7b89c1,intent,When should I use GIN vs B-tree indexes?,hard,comparison,0.0,0.0,False,0.0,0.0,0.0,0.0,44.28,question,question,True,,Questions,,"58,66,74,104,139",,
65_tp_d64f03,intent,How does retrieval augmented generation work?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.82,question,question,True,,Questions,,"65,114,186,197,219,222,267,296",,
65_tp_0a59fb,intent,What are the steps in a RAG pipeline?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,43.48,question,question,True,,Questions,,"65,114,186,197,219,222,267,296",,
168_tp_cc9fa1,intent,How are text embeddings generated?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.08,question,question,True,,Questions,,"168,183,228,289,298,323,376,486",,
168_tp_df38ac,intent,What is the difference between semantic and keyword search?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,45.93,question,question,True,,Questions,,"168,183,228,289,298,323,376,486",,
184_tp_c5a4df,intent,What is due this week?,medium,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,46.16,question,todo,False,,Tasks,,"233,368,498",,
184_tp_cf679c,intent,Upcoming deadlines and submission dates,medium,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,62.75,general,todo,False,General,Tasks,False,"233,368,498","1093,1078,1077,1067,1059",
184_tp_96ea32,intent,Tasks I need to complete before month end,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,53.46,todo,todo,True,Tasks,Tasks,True,"233,368,498","1102,1098,1096,1092,1086",
78_tp_63adc1,intent,What appointments have I booked this month?,medium,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,46.16,reminder,reminder,True,Reminders,Appointments,False,"78,559","557,542,312,84,80",
78_tp_a0f1d8,intent,My upcoming travel and trip bookings,easy,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,49.01,general,todo,False,General,Travel,False,"78,81,115","1093,1078,1077,1067,1059",
78_tp_219ffa,intent,Transport and accommodation I need to arrange,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,48.82,general,todo,False,General,Travel,False,"78,81,115,126,128,130,160,171","1093,1078,1077,1067,1059",
103_tp_7520ad,intent,Redis vs PostgreSQL — when to use each for persistence?,hard,comparison,0.0,0.0,False,0.0,0.0,0.0,0.0,49.1,question,study,False,,Study - System Design,,"103,104,73,74,58,92,61",,
72_tp_807260,intent,Docker vs Kubernetes — what is the difference?,hard,comparison,0.0,0.0,False,0.0,0.0,0.0,0.0,49.31,question,study,False,,Study - System Design,,"118,62,383",,
65_tp_205f1c,intent,How do I decide between hybrid retrieval and cross-encoder reranking?,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,45.77,question,study,False,,Study - AI,,"67,176,119,88,123",,
89_tp_0f29db,intent,What have I documented about retrieval quality in KnowledgeVault?,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,43.3,question,reference,False,,Reference - KnowledgeVault,,"89,485,487,402,595,88,90",,
58_tp_32b5cf,intent,All my university and course study notes,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,46.28,study,study,True,,Study Tasks,,"58,61,62,66,69,122,130,131",,
85_tp_f46697,intent,All my brainstorming and ideation notes,easy,synthesis,0.4,0.25,True,0.5,0.1458,0.25,0.3836,56.19,idea,idea,True,Ideas - AI Summarization,Ideas,True,"85,86,117,143,157,178,225,240","87,85,117",
72_tp_32bacd,intent,My technical reference cheat sheets,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,45.27,reference,reference,True,,Reference Notes,,"72,73,74,75,122,135",,
54_tp_b42b02,intent,All my communication and message drafts,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,41.74,communication,communication,True,,Communication,,"54,56,57,106,132,141",,
76_tp_c52e4b,intent,Errands I need to run today,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,49.59,general,todo,False,General,To Do,False,"76,164,190,202,286,309,322,475","1093,1078,1077,1067,1059",
76_tp_c74a5f,intent,Things I need to pick up from the store,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,47.82,general,todo,False,General,Shopping,False,"76,164,190,202,286,309,322,475","1093,1078,1077,1067,1059",
173_tp_f41c30,intent,Physical training and exercise plan,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,48.35,general,todo,False,General,Health,False,"173,202,291,317,380,621,631,680","1093,1078,1077,1067,1059",
173_tp_7bafaa,intent,How am I planning to stay healthy?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,43.39,question,question,True,,Questions,,"173,202,291,317,380,621,631,680",,
82_tp_86df0e,intent,How much am I spending per month?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,45.53,question,question,True,,Questions,,"82,210,216,281,331,345,407,535",,
82_tp_3665b0,intent,Personal finance tracking notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,40.54,reference,reference,True,,Finance,,"82,210,216,281,331,345,407,535",,
246_tp_6ef122,intent,BRPOPLPUSH reliable queue implementation,hard,exact_phrase,0.0,0.0,False,0.0,0.0,0.0,0.0,56.26,general,reference,False,General,Reference - Redis,False,"246,433,643,673,684,705,773,784","1093,1078,1077,1067,1059",
229_tp_454ff2,intent,ACID properties of databases,easy,exact_phrase,0.0,0.0,False,0.0,0.0,0.0,0.0,46.42,general,study,False,General,Study - DBMS,False,"229,690,790,890,990,1090","1093,1078,1077,1067,1059",
518_tp_930ea0,intent,RRF score combination for hybrid search,hard,exact_phrase,0.0,0.0,False,0.0,0.0,0.0,0.0,50.34,general,study,False,General,Study - AI,False,"518,718,818,918,1018","1093,1078,1077,1067,1059",
215_tp_55df73,intent,HNSW approximate nearest neighbor algorithm,hard,exact_phrase,0.0,0.0,False,0.0,0.0,0.0,0.0,49.54,general,study,False,General,Study - AI,False,"215,430,681,781,881,981,1081","1093,1078,1077,1067,1059",
76_tp_5c724a,intent,What do I need to buy this weekend?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,52.39,todo,todo,True,Tasks,Shopping,True,"76,164,190,202,309,322,393,475","1102,1098,1096,1092,1086",
55_tp_3ff20c,intent,All my pending reminders and follow-ups,easy,semantic,0.6,0.5,True,1.0,0.5,0.5,0.7227,46.43,reminder,reminder,True,Reminders,Reminders,True,"55,152,212,312,542,557","557,542,312,84,80",
55_tp_05e927,intent,What have I told myself not to forget?,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,41.95,question,reminder,False,,Reminders,,"55,152,212,312,542,557",,
117_tp_44e6df,intent,LeetCode patterns and problem-solving techniques,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,49.96,general,study,False,General,Study - Interview Prep,False,"117,127,187,224,271,279,282,316","1093,1078,1077,1067,1059",
117_tp_7bf7d7,intent,How do I approach dynamic programming questions?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.73,question,question,True,,Questions,,"117,127,187,224,271,279,282,316",,
70_tp_39b780,intent,System design concepts I need to review,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.2,idea,study,False,,Study - System Design,,"70,145,267,305,309,334,344,346",,
70_tp_c6f60d,intent,How do I design a scalable URL shortener?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,46.24,question,question,True,,Questions,,"70,145,267,305,309,334,344,346",,
83_tp_a140c7,intent,Behavioral interview story preparation,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,51.54,general,study,False,General,Study - Interview Prep,False,"83,85,113,114,116,131,134,135","1093,1078,1077,1067,1059",
100_tp_b51d58,intent,Resume writing tips and improvement notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,42.02,reference,reference,True,,Reference - Career,,"100,142,185,270,523,525",,
100_tp_fcae97,intent,How should I write my software engineer resume?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,43.3,question,question,True,,Questions,,"100,142,185,270,523,525",,
78_tp_c601ae,intent,Books I am reading or have read recently,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.6,general,reference,False,General,Reference - Books,False,"78,128,155,160,172,182,194,234","1093,1078,1077,1067,1059",
78_tp_0f3259,intent,Reading list and book notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,40.68,reference,reference,True,,Reference - Books,,"78,128,155,160,172,182,194,234",,
304_tp_4994bc,intent,Habit formation notes from Atomic Habits,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,41.67,reference,study,False,,Study - Books,,"304,317,482,557,631,634,698,734",,
304_tp_37657b,intent,Summary of James Clear's key ideas on habits,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,42.69,idea,study,False,,Study - Books,,"304,317,482,557,631,634,698,734",,
71_tp_43e20b,intent,Online courses and tutorials I am taking,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,44.15,study,study,True,,Study - Learning,,"71,145,231,266,357,394,417,471",,
133_tp_12eb56,intent,Sleep improvement techniques and tips,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,46.97,general,reference,False,General,Reference - Health,False,"133,136,202,288,348,380,434,538","1093,1078,1077,1067,1059",
133_tp_2c6b3e,intent,How can I improve my sleep quality?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,42.91,question,question,True,,Questions,,"133,136,202,288,348,380,434,538",,
109_tp_f852f9,intent,Nutrition and supplement tracking notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,41.82,reference,reference,True,,Reference - Health,,"109,133,226,286",,
109_tp_f444c2,intent,What supplements should I be taking?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,41.07,question,question,True,,Questions,,"109,133,226,286",,
152_tp_3685ae,intent,Mental health practices and coping strategies,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,48.07,general,reference,False,General,Reference - Health,False,"152,288,317,472,575","1093,1078,1077,1067,1059",
152_tp_5aba2a,intent,My notes on managing stress and anxiety,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,41.11,reference,reference,True,,Reference - Health,,"152,288,317,472,575",,
117_tp_eab7a3,intent,Plans for open source and public building,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,46.98,general,idea,False,General,Ideas,False,"117,141,395,400,440,453,522,554","1093,1078,1077,1067,1059",
117_tp_594cbf,intent,Notes on growing my developer presence online,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,43.86,reference,idea,False,,Ideas,,"117,141,395,400,440,453,522,554",,
0_tp_07253f,intent,Fortran programming and legacy code notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,43.43,reference,general,False,,General,,,,
0_tp_13e990,intent,Ancient history and archaeology notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,42.28,reference,general,False,,General,,,,
0_tp_f9589c,intent,Wine and cheese pairing recommendations,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,46.55,general,general,True,General,General,True,,"1093,1078,1077,1067,1059",
0_tp_5abfd7,intent,Piano lessons and music theory notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,41.92,reference,general,False,,General,,,,
0_tp_4fb99e,intent,Gardening and plant care notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,40.31,reference,general,False,,General,,,,
1,hybrid,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,230.32,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87","85,525,617,134,441,553,459,255,166,685,785,885,985,1085,178,475,322,391,607,753",
2,hybrid,Show my AI research reading goals,easy,,0.0,0.0,False,0.1429,0.0,0.0,0.0,160.03,study,study,True,Study - AI,Study Tasks,True,"65,64,66,67","529,617,416,85,230,87,65,122,166,685,785,885,985,1085,240,525,523,290,413,235",
3,hybrid,How can I improve my health?,medium,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,146.4,question,todo,False,,To Do,,"83,84","84,109,83,79,286,322,380,680,780,880,980,1080,76,157,355,688,788,888,988,1088",
4,hybrid,Show my finance reminders,easy,,0.4,1.0,True,0.3333,0.4167,0.0,0.5706,157.7,reminder,todo,False,Reminders,To Do,False,"77,82","312,216,82,77,393,375,735,835,935,1035,442,755,855,955,1055,583,699,799,899,999",
5,hybrid,Evaluation report work,medium,,0.2,0.5,True,0.5,0.25,0.5,0.3869,148.13,general,reference,False,General,Reference Notes,False,"90,89","616,90,485,453,375,735,835,935,1035,487,525,310,555,103,470,251,185,498,213,729",
6,hybrid,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,144.09,general,reference,False,General,Reference Notes,False,"72,73,74,75","558,568,492,582,96,289,581,653,87,251,523,625,449,442,755,855,955,1055,386,338",
7,hybrid,Improve search latency,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,158.43,general,reference,False,General,Reference Notes,False,"93,89","93,402,195,333,86,644,567,704,804,904,1004,1104,213,729,829,929,1029,58,61,310",
8,hybrid,Attachment upload feature,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,140.64,general,reference,False,General,Reference Notes,False,94,"94,642,492,96,432,692,792,892,992,1092,386,506,523,465,486,702,802,902,1002,1102",
9,hybrid,Flutter improvements,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,148.98,general,reference,False,General,Reference Notes,False,"97,98","98,97,93,372,564,467,142,655,653,61,444,175,337,295,568,442,755,855,955,1055",
10,hybrid,Networking concepts,easy,,0.0,0.0,False,0.0588,0.0,0.0,0.0,126.83,idea,study,False,Ideas - AI,Study Tasks,False,"71,62","491,722,822,922,1022,532,99,633,439,327,106,516,711,811,911,1011,62,392,159,299",
11,hybrid,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,126.64,study,study,True,,Study Tasks,,"59,60","163,414,227,193,679,779,879,979,1079,330,117,235,311,390,169,562,419,247,309,270",
12,hybrid,Interview preparation,medium,,0.2,0.5,True,0.25,0.125,0.0,0.2641,146.63,general,study,False,General,Study Tasks,False,"70,99","352,100,360,70,609,507,154,288,344,468,199,152,294,540,99,521,126,236,413,205",
13,hybrid,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,135.68,general,todo,False,General,To Do,False,"100,97","266,751,851,951,1051,131,117,528,413,555,178,360,65,66,525,619,60,175,607,753",
14,hybrid,Documentation tasks,easy,,0.2,0.5,True,0.5,0.25,0.5,0.3869,130.22,reference,todo,False,Reference - Knowledgevault Backend,To Do,False,"96,95","110,96,485,87,583,699,799,899,999,1099,453,186,565,360,558,330,487,625,523,510",
15,hybrid,Deploy KnowledgeVault,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,189.24,todo,todo,True,Tasks,To Do,True,91,"91,89,95,90,125,96,94,88,638,97,57,337,251,262,607,753,853,953,1053,555",
16,hybrid,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,166.24,todo,todo,True,Tasks,To Do,True,96,"440,501,522,395,400,328,612,646,366,235,497,719,819,919,1019,614,141,193,679,779",
17,hybrid,Resume preparation,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,173.0,general,todo,False,General,To Do,False,100,"100,525,142,185,523,107,288,352,601,521,184,360,415,485,199,617,268,682,782,882",
18,hybrid,Weekend trip,easy,,0.2,1.0,True,0.5,0.5,0.0,0.6309,139.94,general,todo,False,General,To Do,False,81,"77,81,128,407,190,198,351,324,393,575,538,400,375,735,835,935,1035,631,627,639",
19,hybrid,Bills to pay,medium,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,170.31,todo,todo,True,Bills,To Do,True,"77,82","77,341,82,393,368,312,490,178,331,411,216,76,140,399,371,403,635,322,285,573",
20,hybrid,Doctor appointment,easy,,0.4,1.0,True,0.5,0.45,0.5,0.6241,151.68,reminder,todo,False,Appointments,To Do,True,"78,79","559,79,198,601,78,609,70,56,231,54,575,448,288,475,111,356,423,59,57,81",
21,hybrid,Shopping list,medium,,0.2,1.0,True,0.2,0.2,0.0,0.3869,135.84,general,todo,False,General,To Do,False,76,"170,393,606,322,76,475,216,115,202,605,358,145,204,182,82,265,303,331,178,309",
